amount,old_balance_orig,new_balance_orig,old_balance_dest,new_balance_dest,hour_of_day,day_of_week,is_fraud,customer_id,transaction_id,time_since_last_transaction,unusual_location,unusual_device,timestamp,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER
744.1942580593224,3879.479116076311,3135.284858016989,4138.50081616787,4845.485361324226,4,0,0,14610,TX00004641,6.831492279863383,0,0,2025-03-17 00:26:47.200720072,False,True,False,False
888.5621218008932,6133.966133926157,5245.404012125264,4130.022350224896,4974.156365935745,20,2,0,47739,TX00009486,8.405326388537596,0,0,2025-03-29 16:40:36.723672390,False,False,False,True
99.6168179269302,3170.5110001423623,3070.894182215432,5434.297477955354,5528.933454985938,18,3,0,32921,TX00004948,5.544353577858416,0,0,2025-03-26 20:59:24.356435537,False,False,True,False
938.724522677852,3734.106731601789,0.0,284.7372883589787,1223.4618110368306,3,4,1,27714,TX00009921,3.1878274570972978,1,1,2025-03-22 00:46:13.717371702,False,False,False,True
693.5646757850171,2865.3867636778214,2171.822087892804,3927.8867770964644,4586.773219092231,6,4,0,14467,TX00001964,19.48325477601594,0,0,2025-03-02 19:16:34.779477835,True,False,False,False
901.577641488682,4778.920410533388,3877.342769044706,13153.549603552672,14010.04836296692,2,5,0,33964,TX00008244,9.221299034979584,0,0,2025-03-07 08:30:40.504050493,False,False,True,False
435.26386210153413,3464.2131767210344,3028.9493146195005,3416.0820697235854,3829.582738720043,0,1,0,22199,TX00006591,5.326753979099673,0,0,2025-03-04 17:47:34.725472450,False,False,True,False
536.4383192598638,1757.0325628970031,1220.5942436371392,6747.460887077562,7257.077290374433,9,0,0,98105,TX00008848,10.356551174136444,0,0,2025-03-09 23:31:03.186318636,False,False,True,False
678.5471076310741,3979.46965567111,3300.922548040036,4511.663224307357,5156.282976556878,7,0,0,45432,TX00000322,16.248864535978175,0,0,2025-03-26 05:17:33.105310440,False,False,False,True
528.6032598323925,12082.883465848563,11554.28020601617,8779.48312479375,9281.656221634525,1,3,0,18991,TX00002679,0.7283030701121465,0,0,2025-03-09 18:24:18.145814657,False,False,False,True
878.4557757606548,2969.5331660923057,2091.077390331651,8896.366249062054,9730.899236034675,0,4,0,58998,TX00004626,4.4488728051195405,0,0,2025-03-18 14:27:58.487848759,False,False,False,True
630.3507938273917,6551.119725141865,5920.768931314474,2477.5896810788877,3076.4229352149096,16,5,0,34461,TX00004950,5.503758418146571,0,0,2025-03-04 17:30:17.821782112,False,False,False,True
516.9531945396669,3055.9882208957993,2539.035026356132,3981.7555022246174,4472.861037037301,11,0,0,63454,TX00008329,9.248149823158688,0,0,2025-03-25 07:02:32.295229435,False,False,False,True
455.3092070698109,2555.7991012382918,2100.489894168481,6905.81955996148,7338.3633066778,19,2,0,12735,TX00003338,6.2829855419758935,0,0,2025-03-06 14:08:57.893789291,False,True,False,False
962.0971939459657,4069.993961146654,3107.8967672006884,4473.431562919333,5387.423897168001,19,2,0,66855,TX00005590,0.3935048739623704,0,0,2025-03-29 07:18:57.353735447,False,False,True,False
775.3585841164329,6063.57157298987,5288.212988873437,6218.5110573771735,6955.101712287785,12,4,0,77948,TX00000252,0.774571390501493,1,0,2025-03-05 11:30:24.302430153,False,False,False,True
526.009309824319,4478.80906597811,3952.7997561537913,4648.9343185684065,5148.64316290151,1,4,0,23145,TX00003974,16.150530586977723,0,0,2025-03-20 02:10:54.545454502,False,False,True,False
29.556705973984833,5831.015419423202,5801.458713449217,6391.555879846402,6419.634750521687,12,5,0,94202,TX00006631,6.135212283537265,0,0,2025-03-15 16:15:33.213321447,False,False,False,True
640.6934234445403,4999.809042999262,4359.115619554721,7888.846752987755,8497.50550526007,23,0,0,23351,TX00005548,1.6966276133041682,0,0,2025-03-30 15:17:13.663366318,False,True,False,False
133.74690500869332,10659.036514198919,10525.289609190226,2621.7791922411816,2748.8387519994403,10,1,0,74621,TX00000036,1.2518261914439555,0,0,2025-03-05 03:04:54.869487047,False,False,False,True
102.90512874734634,5093.306705603536,4990.401576856189,9680.72383415617,9778.483706466148,12,4,0,81828,TX00008363,9.553775195002483,0,0,2025-03-07 11:32:07.992799282,False,False,False,True
0.0,3189.4793779241713,3249.4403630460893,6467.205524849543,6410.24258898372,10,2,0,11596,TX00001514,2.6375555965597286,0,1,2025-03-24 04:36:56.381638050,True,False,False,False
200.82051260947537,7585.829841222698,7385.009328613222,5511.897508881208,5702.676995860209,18,1,0,85149,TX00009318,0.14868040910681707,0,0,2025-03-13 17:27:16.363636255,False,True,False,False
559.058370760737,4922.904648996921,4363.846278236184,2978.9211853543843,3510.0266375770843,9,2,0,53093,TX00000040,0.7087094168228205,0,0,2025-03-23 06:04:38.667866707,False,False,True,False
416.14776101103996,3196.8933841972585,2780.7456231862184,3619.3628860156127,4014.7032589761006,22,1,0,79276,TX00004820,3.6677968781032853,0,0,2025-03-17 11:01:53.411341190,False,False,False,True
98.9823683372208,4243.370884370927,4144.388516033707,4508.379201523973,4602.412451444333,7,1,0,44380,TX00003466,3.9789078125967734,0,0,2025-03-18 20:22:15.013501406,False,False,False,True
991.9893588114179,6591.61410447799,5599.6247456665715,9363.049720115854,10305.439610986701,3,1,0,82624,TX00001761,16.286401182472574,0,0,2025-03-01 04:14:54.329432964,False,False,False,True
1098.7002469351892,4844.161311729066,3745.461064793877,3324.739690337842,4368.504924926272,1,2,0,84572,TX00002305,6.687733794642309,0,0,2025-03-22 17:37:12.583258390,False,False,True,False
0.0,4498.446080734528,4534.358720340933,2102.7843796815005,2068.667372055415,21,5,0,87960,TX00003724,29.813639633060763,0,0,2025-03-30 01:14:44.608460903,False,False,True,False
198.77611011349177,4935.847144575756,4737.071034462264,5647.175550935499,5836.012855543316,12,1,0,36054,TX00008285,9.740068614255797,0,1,2025-03-26 02:37:41.746174574,False,True,False,False
670.0315178552539,2703.2573743436214,2033.2258564883675,4252.214010231315,4888.743952193807,5,0,0,11961,TX00004994,12.240542882363588,0,0,2025-03-28 20:04:58.109811068,False,False,True,False
216.05276120347156,5115.485031838845,4899.432270635374,4318.4050954840195,4523.6552186273175,12,2,0,59562,TX00008128,15.498004260247027,0,0,2025-03-19 19:42:04.212421179,True,False,False,False
636.0526137663402,5205.695926577424,4569.643312811084,7138.514028589195,7742.764011667218,7,2,0,64818,TX00003033,11.723840447823408,0,0,2025-03-15 04:05:24.032403230,False,False,True,False
948.6374735728871,4099.745474852884,3151.1080012799976,4142.684334484591,5043.8899343788335,1,1,0,14236,TX00007939,8.805019143345271,0,1,2025-03-24 11:57:37.425742626,False,False,True,False
438.016616091186,1398.4056728693356,960.3890567781496,7437.900156677703,7854.01594196433,3,1,0,61650,TX00003040,5.728414867066211,0,1,2025-03-07 03:32:33.915391445,False,False,True,False
891.4888066371257,6914.304931829404,6022.816125192278,3513.94153143338,4360.855897738649,12,1,0,64971,TX00009656,1.9947837611725403,0,0,2025-03-02 03:43:21.980197906,False,False,False,True
629.8879476082088,6367.931158727451,5738.043211119242,6616.845966256871,7215.239516484669,19,1,0,42284,TX00002546,6.147399615981762,0,0,2025-03-28 09:51:28.028802872,True,False,False,False
487.1529856065275,5720.389312473196,5233.236326866669,4952.150925744206,5414.946262070407,23,5,0,54316,TX00002593,2.3576871986646446,0,0,2025-03-19 16:06:02.916291714,False,False,False,True
665.0156297073656,6591.576326688284,5926.560696980919,3402.371203553224,4034.1360517752214,22,1,0,12936,TX00001189,3.562302335045299,0,0,2025-03-20 09:35:54.815481663,False,False,True,False
809.07490819087,2641.317135974645,1832.2422277837752,2100.8927401186766,2869.513902900003,22,0,0,47195,TX00007967,41.9641861471347,0,0,2025-03-22 20:25:42.394239426,False,False,True,False
231.3716117224875,2430.756121183025,2199.384509460537,4051.719998654604,4271.523029790967,7,0,0,56722,TX00006078,0.25077526122916177,0,0,2025-03-12 20:25:42.394239426,False,False,True,False
552.3733438495517,8079.420263085872,7527.04691923632,10062.063345141663,10586.818021798737,12,1,0,85932,TX00000108,9.31142485405559,0,0,2025-03-21 06:33:09.558955908,False,False,True,False
106.44913029495211,4504.619263916773,4398.170133621821,3405.826523511893,3506.9531972920972,1,1,0,13889,TX00001316,0.16082622932554236,0,0,2025-03-17 18:00:58.325832605,False,False,False,True
689.6648942095551,5881.355469716736,5191.69057550718,4209.754414723377,4864.936064222454,20,3,0,52504,TX00008188,10.9446142459749,0,0,2025-03-01 11:13:59.243924379,False,False,True,False
454.7486865299914,5137.767544834282,4683.01885830429,2686.741566203828,3118.75281840732,0,5,0,86108,TX00002754,7.514492493543493,0,0,2025-03-05 00:33:41.962196112,False,False,False,True
600.9749136377105,4704.003130228772,4103.028216591061,3959.9519494686956,4530.8781174245205,5,5,0,62606,TX00009754,2.9676528517014877,0,0,2025-03-07 17:56:39.099910021,False,False,False,True
390.9280115254913,7151.688371314809,6760.760359789318,2205.2894036935663,2576.671014642783,4,4,0,97416,TX00006232,10.32165943527303,0,0,2025-03-10 07:04:41.908190727,False,False,False,True
219.04808756312121,3231.4512687703764,3012.4031812072553,5920.613686631842,6128.709369816807,12,5,0,63151,TX00002877,14.13390009602728,0,0,2025-03-24 02:18:41.152115107,False,False,False,True
563.0909120665987,9333.21472879523,8770.123816728632,4138.30536811605,4673.241734579318,5,1,0,39721,TX00005324,1.877367382745923,0,0,2025-03-30 16:00:25.922592163,False,False,True,False
508.92684184872354,4497.286222449879,3988.359380601155,5590.908746618907,6074.389246375194,23,2,0,49930,TX00000800,14.860415983925897,0,0,2025-03-16 03:55:27.812781334,False,False,False,True
410.75533973784496,8926.120277048476,8515.364937310631,4471.507092023226,4861.724664774179,22,6,0,53570,TX00003571,3.3845313676998687,0,0,2025-03-27 07:56:06.696669579,False,True,False,False
652.4805919023769,2828.7233200405785,2176.2427281382015,13518.625204339844,14138.4817666471,23,0,0,41794,TX00002895,1.2046967243452893,1,0,2025-03-19 20:51:11.827182770,False,False,False,True
564.4139549511578,5104.471895831333,4540.057940880175,2624.052837254707,3160.2460944583067,7,2,0,12355,TX00002928,4.123009383578335,0,0,2025-03-15 00:16:25.058505774,False,False,False,True
727.1096195161932,4950.408467892444,4223.29884837625,3109.4996958185698,3800.253834358953,8,5,0,94234,TX00008179,8.100644794143685,0,0,2025-03-16 16:22:53.897389650,True,False,False,False
295.6845027575357,7572.3330329942855,7276.64853023675,1944.5104317043817,2225.410709324041,4,4,0,42440,TX00000972,0.4699919256931844,1,0,2025-03-13 20:07:07.722772360,True,False,False,False
222.3823227071132,4760.57815452724,4538.195831820127,3873.7364947395863,4084.999701311344,6,1,0,77362,TX00006688,22.95957545021041,0,0,2025-03-16 07:35:48.334833384,False,False,False,True
621.7472260021443,4961.0062821284255,4339.259056126281,6879.600787647637,7470.260652349674,9,4,0,97254,TX00008576,6.0880830786757,0,0,2025-03-28 12:31:19.387938738,False,False,True,False
517.9797890798985,2959.481291977313,2441.5015028974144,3795.988898948614,4288.069698574517,11,3,0,95420,TX00002021,18.462114371705066,0,0,2025-03-19 23:26:43.960396051,True,False,False,False
0.0,7193.90205190879,7217.261918490606,3802.951420951104,3780.759547698379,21,1,0,61405,TX00009055,22.566327788895787,0,0,2025-03-04 08:25:55.355535507,False,False,True,False
124.53817274286678,4028.8164718250396,3904.278299082173,4961.9589985652,5080.270262670923,21,3,0,50523,TX00000953,1.0455510839367053,0,0,2025-03-03 15:21:58.811881304,False,False,True,False
417.5464097990623,10360.784622484423,9943.23821268536,1907.0249594954203,2303.6940488045293,6,1,0,85674,TX00005360,0.3394352317378945,0,0,2025-03-22 01:51:02.106210709,True,False,False,False
677.4047725275201,7740.490957287362,7063.086184759842,7742.775678916351,8386.310212817496,9,1,0,88686,TX00003858,1.158988068355247,0,0,2025-03-29 15:01:14.527452707,True,False,False,False
868.4090628824405,1809.7105248506457,941.3014619682052,4007.4018229276003,4832.3904326659185,12,2,0,90713,TX00005862,0.3596071824218653,0,0,2025-03-04 16:21:10.207020760,True,False,False,False
641.0132562104607,5265.616791966921,4624.60353575646,3174.811328485058,3783.7739218849956,12,6,0,81576,TX00003146,38.32887643329435,0,0,2025-03-05 16:24:11.665166616,True,False,False,False
818.41128946194,4394.436727713526,3576.025438251586,7744.1222528574535,8521.612977846296,19,0,0,62062,TX00003306,21.410076492996026,0,0,2025-03-16 20:46:26.678667784,True,False,False,False
645.8108868252912,4038.3499363740043,3392.539049548713,3940.9577561759124,4554.478098659939,8,4,0,91614,TX00003007,45.34223616592101,1,0,2025-03-22 18:24:44.068406820,False,False,True,False
822.0238107231336,13203.192148080743,12381.168337357609,2634.0808358651707,3415.0034560521476,0,3,0,28472,TX00009002,17.275905638974308,1,1,2025-03-17 19:05:46.714671373,False,True,False,False
767.4031704815741,2419.810062932441,1652.4068924508667,7354.759603100616,8083.792615058112,20,5,0,73798,TX00007771,11.505814217058969,0,0,2025-03-09 11:20:54.005400658,False,False,True,False
45.85084962654389,6289.270230763861,6243.419381137317,6939.672932411461,6983.231239556678,21,4,0,90618,TX00007439,19.36909857672239,1,0,2025-03-30 19:23:29.540954113,False,False,False,True
66.82233587787294,8759.337482044994,8692.515146167121,3114.9068493774857,3178.388068461465,2,2,0,27855,TX00007943,13.329188273829054,0,0,2025-03-04 07:03:50.063006401,False,False,True,False
248.4914359997577,9413.13649876678,9164.645062767022,5142.892913514498,5378.959777714268,7,0,0,11418,TX00009239,1.5332232694425234,0,0,2025-03-08 00:29:48.658865929,False,False,False,True
492.3337787025664,8879.126151627434,8386.792372924867,3695.998479524036,4163.715569291474,2,3,0,26771,TX00001057,16.825337015985863,0,1,2025-03-02 00:46:13.717371702,True,False,False,False
188.4368537468083,8079.4035384265935,7890.966684679785,2587.745718722876,2766.760729782344,4,1,0,64781,TX00003155,1.8608519677479491,0,0,2025-03-21 10:09:10.855085611,False,False,False,True
234.42539416273326,8172.28676962108,7937.861375458347,4261.139693928232,4483.843818382828,11,2,0,12510,TX00003788,0.42257245400837673,0,0,2025-03-15 15:36:40.180017948,True,False,False,False
983.0878941448614,7424.664462578074,6441.576568433213,4833.349335219607,5767.282834657226,19,0,0,92391,TX00009190,10.448499511301776,0,0,2025-03-26 02:07:27.164716482,True,False,False,False
849.6784685432385,3577.6411767435943,2727.962708200356,4345.823318665017,5153.017863781093,2,5,0,85315,TX00007826,0.33200972915746896,0,0,2025-03-30 11:10:57.785778522,True,False,False,False
406.7187450946718,4470.267662784707,4063.548917690035,3050.3258962174996,3436.708704057438,18,4,0,21615,TX00007540,18.451566168483833,0,0,2025-03-18 03:57:11.503150224,False,False,True,False
1006.264416571038,9081.879800595814,8075.615384024776,1767.1636221198928,2723.114817862379,23,0,0,48708,TX00007232,10.53104162980847,0,0,2025-03-19 14:43:57.623762369,False,True,False,False
844.7819978857028,3873.100740336268,3028.318742450565,5733.216446814803,6535.759344806221,22,2,0,30632,TX00000765,11.116088811798404,0,0,2025-03-16 09:10:51.305130482,False,False,True,False
619.4441795367611,11026.882886482741,10407.43870694598,4388.123526566775,4976.595497126697,0,6,0,87500,TX00005020,2.933896822083562,0,0,2025-03-14 05:54:42.448244810,False,False,True,False
388.01952621760574,3481.5566504737776,3093.537124256172,5677.415126279601,6046.033676186326,3,4,0,40920,TX00004904,3.849247938053251,0,0,2025-03-13 17:05:40.234023333,False,False,True,False
353.1288058907985,3332.220793379778,2979.0919874889796,8256.584338282242,8592.056703878501,0,5,0,37020,TX00008094,1.762840557949652,1,0,2025-03-29 21:12:47.956795692,False,False,True,False
244.7347732883304,3401.650954256426,3156.9161809680954,6025.455374167937,6257.953408791851,1,3,0,58509,TX00006844,6.529489191277342,1,0,2025-03-14 15:50:55.625562668,False,False,True,False
195.4717424516394,6161.830987900658,5966.359245449019,3348.3969243816587,3534.095079710716,1,6,0,47630,TX00002166,0.48548495858418744,0,0,2025-03-22 21:43:28.460846186,False,False,False,True
738.0466161656639,14799.22799214461,14061.181375978946,6972.970680043999,7674.11496540138,7,6,0,47560,TX00001863,2.624148404143036,0,0,2025-03-02 14:48:42.772277117,True,False,False,False
1100.7282402934393,2990.228930417021,1889.5006901235815,3909.878740695414,4955.570568974181,22,6,0,20540,TX00007851,0.7111101292824896,0,0,2025-03-29 22:56:29.378937960,False,False,True,False
504.2325068759375,5898.947518331089,5394.715011455151,3235.2529853423866,3714.2738668745274,1,3,0,83517,TX00009124,7.243570611075013,0,0,2025-03-01 06:28:50.333033323,False,False,True,False
709.6485260607604,5836.909831959999,5127.261305899238,6725.061779903676,7399.227879661399,10,1,0,13840,TX00002341,22.302842324103285,0,0,2025-03-10 01:32:01.512151241,False,True,False,False
503.91301231308563,1877.3680853795913,1373.4550730665057,8341.030610209898,8819.747971907329,0,0,0,83540,TX00005528,25.767493090383077,0,0,2025-03-30 14:03:46.822682381,False,False,True,False
52.26131899820217,6559.700346268793,6507.4390272705905,4044.8771252289202,4094.5253782772124,15,6,0,86539,TX00006744,3.585925137219812,0,0,2025-03-18 23:49:37.857785702,False,False,True,False
641.7891037530217,5865.0313988519765,5223.242295098955,3723.1781640356207,4332.877812600991,20,4,0,19622,TX00004004,1.2438159749890678,0,0,2025-03-10 05:03:43.582358122,False,False,True,False
157.09852618085495,4937.493824831687,4780.395298650832,5149.469369476314,5298.712969348126,11,6,0,36666,TX00001124,10.619922442090836,0,0,2025-03-12 02:03:59.783978462,True,False,False,False
237.74021899575501,4375.872134461771,4138.131915466016,2333.4274171483057,2559.280625194273,20,2,0,96791,TX00008710,12.93718830429503,0,0,2025-03-04 21:36:33.699369907,False,False,True,False
617.9921150015971,8209.829878351235,7591.8377633496375,4097.655800674522,4684.748309926039,10,4,0,44860,TX00004050,14.055366015735126,0,0,2025-03-23 22:51:18.307830811,False,True,False,False
0.0,4764.442538295194,4884.955252924504,3118.397651181076,3003.910572283232,7,4,0,40666,TX00007641,7.006254725793567,0,0,2025-03-27 13:28:47.092709303,False,False,True,False
289.0470724622338,7187.0842865691475,6898.037214106914,3527.489934063198,3802.0846529023197,10,2,0,15553,TX00000766,2.999492966872246,0,0,2025-03-14 13:24:01.944194317,False,False,False,True
0.0,3886.311089692356,4032.313965653729,4589.668703029378,4450.965970866073,10,6,0,94662,TX00002345,5.141210258570683,0,1,2025-03-25 07:41:25.328532934,False,False,False,True
288.58146931673485,5366.843463573814,5078.261994257079,7730.9940268058535,8005.146422656751,8,4,0,22185,TX00004072,5.8197977494998625,0,1,2025-03-13 19:36:53.141314030,False,True,False,False
322.5815810485858,2906.8200769417,2584.2384958931143,3985.49971662927,4291.952218625426,2,5,0,21363,TX00007217,8.287777406153152,0,0,2025-03-15 01:55:47.254725456,True,False,False,False
1056.9942309685864,4429.880026190937,3372.8857952223507,3371.6343620921452,4375.778881512302,22,0,0,14664,TX00004217,24.021479805901862,0,0,2025-03-27 18:35:32.133213281,False,True,False,False
418.88858025926265,6564.305602325144,6145.417022065882,2952.3517444192266,3350.295895665526,22,3,0,74343,TX00007953,15.096110949717543,0,0,2025-03-29 14:35:19.171917200,False,False,True,False
792.714013300775,4373.990962586588,3581.2769492858124,2777.732470545329,3530.810783181065,3,3,0,85824,TX00005971,1.6055873325314387,0,0,2025-03-30 23:55:40.774077415,False,False,False,True
344.18108845216204,10728.523008285092,10384.34191983293,2828.632967723565,3155.605001753119,14,4,0,17956,TX00003351,8.311696374451598,0,1,2025-03-30 22:16:18.577857733,True,False,False,False
440.54129708608406,6922.82725508576,6482.285957999676,8333.685762162933,8752.199994394714,10,5,0,48126,TX00004696,8.069543797802773,0,0,2025-03-01 20:52:55.517551661,False,False,False,True
378.68077304481164,3907.6892199215404,3529.0084468767286,3856.3924465292494,4216.13918092182,4,0,0,97995,TX00003400,9.833762950746255,0,0,2025-03-10 10:23:26.300630093,False,False,False,True
290.5400976166851,9306.508184658607,9015.968087041922,3629.107903702503,3905.120996438354,16,0,0,55205,TX00004082,10.87540335943161,0,0,2025-03-14 12:49:28.136813641,False,False,True,False
625.0619187770121,3468.783719062416,2843.721800285404,5594.981003776201,6188.789826614362,0,0,0,51683,TX00009150,10.390357213588018,0,0,2025-03-23 01:49:44.338433743,False,False,True,False
444.4137023366875,2551.814664300687,2107.4009619639996,6339.024627669599,6761.217644889452,4,5,0,56558,TX00001225,2.5493942337601587,0,0,2025-03-09 23:48:20.090008974,False,True,False,False
651.6673559645023,4868.51356084191,4216.846204877407,3199.9381170392303,3819.0221052055076,18,0,0,87349,TX00006293,8.99380437921553,0,0,2025-03-19 05:13:39.801980257,True,False,False,False
647.3622996235989,4062.6975249970305,3415.3352253734315,4962.9997169978615,5577.9939016402805,3,4,0,22690,TX00003123,37.11714922912702,0,0,2025-03-04 16:12:31.755175591,False,False,True,False
581.1370477339517,1564.7763620431251,983.6393143091734,2810.2322131283127,3362.312408475567,1,6,0,47475,TX00000511,11.508687416020306,0,0,2025-03-10 08:18:08.748874903,True,False,False,False
414.5489186773396,3677.8751393181196,3263.32622064078,7462.570793238657,7856.392265982129,13,0,0,20863,TX00005795,17.343084132685668,0,0,2025-03-06 21:55:34.293429375,False,False,True,False
589.1480071424664,8949.1917969118,8360.043789769334,11043.391793682442,11603.082400467785,22,3,0,72176,TX00008182,17.297688439634108,0,0,2025-03-08 03:22:37.695769548,True,False,False,False
615.2627664948386,5123.455803706885,4508.193037212046,9410.249765345425,9994.749393515522,23,1,0,84294,TX00009418,4.104247540108169,1,0,2025-03-02 14:31:25.868586779,False,False,False,True
588.8360831193728,9298.364636921595,8709.528553802222,1178.1794481774728,1737.573727140877,15,6,0,33206,TX00000097,0.928963319195675,0,0,2025-03-01 09:25:58.595859528,False,False,False,True
580.415128276926,3444.450288287361,2864.035160010435,3780.928145554638,4332.322517417718,11,2,0,71600,TX00006682,2.4089484053775987,0,0,2025-03-26 09:41:05.886588573,False,False,True,False
284.9533038191585,3622.18754583674,3337.2342420175814,3730.5526278399343,4001.258266468135,3,4,0,86473,TX00001513,13.30347295656403,0,1,2025-03-28 21:18:24.950495005,True,False,False,False
372.8296783002212,3910.484815112832,3537.655136812611,7963.835053056088,8318.023247441299,10,5,0,40213,TX00008792,9.802859453335255,0,0,2025-03-06 17:49:18.415841579,False,False,False,True
725.5799098060322,9715.802139270927,8990.222229464895,4228.88484510112,4918.1857594168505,14,4,0,42487,TX00000120,5.138186151302655,0,0,2025-03-20 07:56:32.619261980,False,False,True,False
261.9620810349586,5390.565158121203,5128.603077086244,1971.0383699946563,2219.9023469778667,18,3,0,57241,TX00007792,3.1516425261120267,0,0,2025-03-23 13:03:43.582358122,False,True,False,False
543.2979415178111,5431.6446464908495,4888.346704973039,2628.157522793204,3144.2905672351244,13,2,0,16514,TX00006518,4.475706304390722,0,0,2025-03-28 21:44:20.306030512,False,False,False,True
182.6867213132299,3883.7990457843052,3701.112324471075,2781.2168085400995,2954.769193787668,13,1,0,58156,TX00000034,1.7169868971307967,0,0,2025-03-06 16:48:49.252925396,False,False,False,True
3.432586343170101,9379.802766030536,9376.370179687367,4183.2053658695395,4186.4663228955515,21,6,0,29503,TX00007888,16.65688299344325,0,0,2025-03-20 18:35:58.055805683,False,False,False,True
632.6950604493455,5287.857347168223,4655.162286718877,1972.0380679359632,2573.0983753628416,16,4,0,30861,TX00006831,5.988480909165431,0,0,2025-03-01 10:09:10.855085611,False,False,True,False
142.87767929765295,2071.485887727884,1928.608208430231,8647.970832150113,8783.704627482883,21,5,0,79681,TX00005422,2.4877548819127413,0,0,2025-03-16 09:45:25.112511158,False,True,False,False
